xflr5 v6.61

SD6060-104-88_180
Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -5.000,    0.020, -0.362, -0.041,  0.966,  0.027, 0.0000,-3.3255
Cpi,Cpv
 0.2546, 0.2248
 0.2477, 0.2109
 0.2231, 0.2023
 0.1969, 0.1907
 0.1754, 0.1768
 0.1576, 0.1598
 0.1395, 0.1372
 0.1212, 0.1063
 0.1040, 0.0638
 0.0877, 0.0055
 0.0718,-0.0598
 0.0564,-0.1153
 0.0414,-0.1179
 0.0265,-0.1202
 0.0119,-0.1224
-0.0025,-0.1244
-0.0165,-0.1265
-0.0301,-0.1285
-0.0433,-0.1306
-0.0563,-0.1328
-0.0689,-0.1352
-0.0812,-0.1378
-0.0933,-0.1407
-0.1053,-0.1438
-0.1171,-0.1474
-0.1286,-0.1513
-0.1399,-0.1558
-0.1507,-0.1608
-0.1609,-0.1663
-0.1710,-0.1723
-0.1807,-0.1787
-0.1906,-0.1857
-0.2004,-0.1934
-0.2103,-0.2016
-0.2203,-0.2104
-0.2307,-0.2197
-0.2414,-0.2293
-0.2519,-0.2390
-0.2619,-0.2486
-0.2710,-0.2579
-0.2791,-0.2667
-0.2866,-0.2749
-0.2932,-0.2825
-0.2990,-0.2892
-0.3039,-0.2953
-0.3081,-0.3006
-0.3117,-0.3052
-0.3147,-0.3091
-0.3170,-0.3123
-0.3187,-0.3150
-0.3200,-0.3170
-0.3207,-0.3185
-0.3210,-0.3195
-0.3208,-0.3199
-0.3201,-0.3198
-0.3189,-0.3193
-0.3173,-0.3183
-0.3153,-0.3168
-0.3130,-0.3150
-0.3105,-0.3128
-0.3074,-0.3100
-0.3036,-0.3065
-0.2992,-0.3022
-0.2938,-0.2971
-0.2874,-0.2911
-0.2801,-0.2839
-0.2716,-0.2756
-0.2614,-0.2658
-0.2499,-0.2544
-0.2365,-0.2412
-0.2205,-0.2256
-0.2022,-0.2074
-0.1805,-0.1859
-0.1543,-0.1601
-0.1237,-0.1294
-0.0854,-0.0915
-0.0393,-0.0455
 0.0181, 0.0117
 0.0898, 0.0830
 0.1793, 0.1717
 0.2835, 0.2750
 0.4028, 0.3951
 0.5450, 0.5373
 0.6888, 0.6800
 0.8077, 0.7989
 0.8992, 0.8914
 0.9743, 0.9699
 0.9992, 0.9999
 0.9409, 0.9513
 0.7523, 0.7793
 0.3601, 0.4210
-0.3090,-0.1822
-0.9642,-0.7866
-1.1642,-1.0257
-1.1041,-1.0133
-0.9221,-0.9101
-0.8158,-0.8148
-0.8403,-0.7885
-0.8063,-0.7689
-0.7551,-0.7326
-0.7100,-0.6918
-0.6574,-0.6444
-0.6084,-0.5964
-0.5614,-0.5546
-0.5277,-0.5208
-0.4957,-0.4906
-0.4682,-0.4637
-0.4427,-0.4398
-0.4212,-0.4189
-0.4030,-0.4005
-0.3861,-0.3840
-0.3711,-0.3691
-0.3574,-0.3554
-0.3445,-0.3429
-0.3328,-0.3313
-0.3220,-0.3206
-0.3119,-0.3106
-0.3026,-0.3014
-0.2943,-0.2928
-0.2864,-0.2847
-0.2790,-0.2772
-0.2719,-0.2700
-0.2651,-0.2631
-0.2586,-0.2565
-0.2523,-0.2502
-0.2465,-0.2442
-0.2409,-0.2384
-0.2354,-0.2327
-0.2302,-0.2272
-0.2250,-0.2219
-0.2200,-0.2166
-0.2150,-0.2115
-0.2102,-0.2064
-0.2056,-0.2014
-0.2009,-0.1964
-0.1964,-0.1914
-0.1916,-0.1864
-0.1867,-0.1813
-0.1817,-0.1762
-0.1766,-0.1710
-0.1715,-0.1657
-0.1666,-0.1605
-0.1616,-0.1551
-0.1565,-0.1497
-0.1512,-0.1442
-0.1456,-0.1386
-0.1395,-0.1330
-0.1333,-0.1273
-0.1269,-0.1216
-0.1203,-0.1160
-0.1134,-0.1105
-0.1063,-0.1052
-0.0989,-0.1000
-0.0911,-0.0951
-0.0829,-0.0904
-0.0744,-0.0859
-0.0655,-0.0818
-0.0563,-0.0778
-0.0469,-0.0740
-0.0373,-0.0704
-0.0276,-0.0670
-0.0182,-0.0637
-0.0085,-0.0606
 0.0013,-0.0576
 0.0116,-0.0547
 0.0223,-0.0519
 0.0334,-0.0491
 0.0456,-0.0462
 0.0584,-0.0220
 0.0715, 0.0179
 0.0849, 0.0535
 0.0988, 0.0846
 0.1139, 0.1109
 0.1306, 0.1329
 0.1483, 0.1518
 0.1673, 0.1683
 0.1882, 0.1834
 0.2132, 0.1972
 0.2428, 0.2092
 0.2546, 0.2248


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -1.500,    0.011,  0.006, -0.031,  0.862,  0.912, 0.0000,-0.6767
Cpi,Cpv
 0.2546, 0.2245
 0.2468, 0.2073
 0.2216, 0.1991
 0.1948, 0.1885
 0.1728, 0.1768
 0.1545, 0.1639
 0.1359, 0.1480
 0.1172, 0.1274
 0.0995, 0.0993
 0.0827, 0.0601
 0.0664, 0.0059
 0.0506,-0.0631
 0.0351,-0.1341
 0.0198,-0.1404
 0.0048,-0.1429
-0.0101,-0.1451
-0.0246,-0.1473
-0.0386,-0.1495
-0.0523,-0.1516
-0.0657,-0.1538
-0.0788,-0.1561
-0.0916,-0.1586
-0.1042,-0.1612
-0.1166,-0.1642
-0.1289,-0.1674
-0.1410,-0.1710
-0.1528,-0.1750
-0.1641,-0.1795
-0.1749,-0.1846
-0.1854,-0.1901
-0.1957,-0.1962
-0.2062,-0.2028
-0.2166,-0.2099
-0.2270,-0.2177
-0.2376,-0.2262
-0.2487,-0.2353
-0.2601,-0.2449
-0.2712,-0.2547
-0.2819,-0.2647
-0.2917,-0.2745
-0.3005,-0.2839
-0.3087,-0.2928
-0.3160,-0.3010
-0.3225,-0.3086
-0.3281,-0.3154
-0.3331,-0.3215
-0.3375,-0.3269
-0.3412,-0.3317
-0.3443,-0.3357
-0.3469,-0.3392
-0.3490,-0.3422
-0.3506,-0.3445
-0.3517,-0.3464
-0.3524,-0.3477
-0.3526,-0.3486
-0.3524,-0.3491
-0.3519,-0.3491
-0.3509,-0.3487
-0.3497,-0.3480
-0.3484,-0.3469
-0.3465,-0.3452
-0.3440,-0.3430
-0.3410,-0.3401
-0.3371,-0.3364
-0.3322,-0.3318
-0.3265,-0.3262
-0.3198,-0.3195
-0.3114,-0.3115
-0.3019,-0.3020
-0.2907,-0.2908
-0.2770,-0.2774
-0.2612,-0.2616
-0.2423,-0.2426
-0.2190,-0.2196
-0.1917,-0.1920
-0.1570,-0.1574
-0.1146,-0.1149
-0.0613,-0.0616
 0.0062, 0.0059
 0.0915, 0.0906
 0.1916, 0.1897
 0.3077, 0.3077
 0.4511, 0.4499
 0.6008, 0.5994
 0.7278, 0.7229
 0.8282, 0.8258
 0.9264, 0.9237
 0.9911, 0.9899
 0.9882, 0.9901
 0.8791, 0.8896
 0.5999, 0.6266
 0.0775, 0.1470
-0.4864,-0.3837
-0.7163,-0.6366
-0.7259,-0.6767
-0.6193,-0.6238
-0.5646,-0.5722
-0.6185,-0.5855
-0.6163,-0.5961
-0.5908,-0.5811
-0.5666,-0.5585
-0.5338,-0.5288
-0.5019,-0.4969
-0.4678,-0.4666
-0.4434,-0.4416
-0.4192,-0.4186
-0.3981,-0.3978
-0.3780,-0.3788
-0.3610,-0.3621
-0.3466,-0.3474
-0.3331,-0.3340
-0.3210,-0.3218
-0.3098,-0.3107
-0.2993,-0.3003
-0.2897,-0.2907
-0.2808,-0.2818
-0.2724,-0.2735
-0.2648,-0.2658
-0.2579,-0.2586
-0.2514,-0.2519
-0.2453,-0.2455
-0.2394,-0.2394
-0.2337,-0.2336
-0.2282,-0.2280
-0.2230,-0.2227
-0.2181,-0.2175
-0.2134,-0.2125
-0.2088,-0.2077
-0.2043,-0.2030
-0.2000,-0.1983
-0.1956,-0.1937
-0.1914,-0.1892
-0.1873,-0.1847
-0.1833,-0.1803
-0.1793,-0.1758
-0.1754,-0.1714
-0.1712,-0.1668
-0.1669,-0.1622
-0.1624,-0.1574
-0.1579,-0.1526
-0.1534,-0.1477
-0.1490,-0.1427
-0.1445,-0.1376
-0.1400,-0.1324
-0.1352,-0.1270
-0.1300,-0.1215
-0.1244,-0.1158
-0.1187,-0.1101
-0.1128,-0.1043
-0.1066,-0.0985
-0.1002,-0.0928
-0.0936,-0.0871
-0.0866,-0.0817
-0.0792,-0.0765
-0.0714,-0.0715
-0.0633,-0.0669
-0.0550,-0.0626
-0.0462,-0.0585
-0.0371,-0.0547
-0.0280,-0.0511
-0.0188,-0.0477
-0.0097,-0.0446
-0.0004,-0.0417
 0.0090,-0.0390
 0.0189,-0.0364
 0.0291,-0.0340
 0.0399,-0.0317
 0.0516,-0.0295
 0.0640,-0.0273
 0.0768,-0.0251
 0.0897,-0.0229
 0.1032,-0.0204
 0.1178, 0.0280
 0.1341, 0.0764
 0.1513, 0.1160
 0.1698, 0.1483
 0.1902, 0.1740
 0.2147, 0.1945
 0.2436, 0.2103
 0.2546, 0.2245


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -1.000,    0.011,  0.081, -0.033,  0.847,  0.942, 0.0000,-0.4036
Cpi,Cpv
 0.2546, 0.2050
 0.2460, 0.1815
 0.2201, 0.1753
 0.1928, 0.1665
 0.1703, 0.1568
 0.1515, 0.1464
 0.1325, 0.1341
 0.1133, 0.1189
 0.0951, 0.0993
 0.0779, 0.0725
 0.0611, 0.0348
 0.0449,-0.0170
 0.0290,-0.0851
 0.0133,-0.1546
-0.0022,-0.1721
-0.0175,-0.1748
-0.0325,-0.1773
-0.0470,-0.1796
-0.0611,-0.1819
-0.0750,-0.1842
-0.0886,-0.1865
-0.1018,-0.1890
-0.1149,-0.1915
-0.1278,-0.1943
-0.1407,-0.1973
-0.1532,-0.2007
-0.1655,-0.2044
-0.1774,-0.2085
-0.1887,-0.2132
-0.1998,-0.2183
-0.2106,-0.2240
-0.2217,-0.2303
-0.2326,-0.2370
-0.2437,-0.2443
-0.2549,-0.2524
-0.2666,-0.2611
-0.2786,-0.2705
-0.2905,-0.2804
-0.3019,-0.2906
-0.3123,-0.3008
-0.3218,-0.3107
-0.3307,-0.3202
-0.3388,-0.3292
-0.3460,-0.3376
-0.3524,-0.3452
-0.3581,-0.3522
-0.3633,-0.3585
-0.3678,-0.3641
-0.3717,-0.3691
-0.3751,-0.3735
-0.3780,-0.3774
-0.3805,-0.3808
-0.3826,-0.3836
-0.3842,-0.3860
-0.3854,-0.3880
-0.3862,-0.3895
-0.3867,-0.3907
-0.3868,-0.3915
-0.3868,-0.3921
-0.3867,-0.3923
-0.3861,-0.3920
-0.3849,-0.3912
-0.3833,-0.3899
-0.3809,-0.3878
-0.3776,-0.3849
-0.3736,-0.3812
-0.3686,-0.3765
-0.3622,-0.3706
-0.3548,-0.3634
-0.3458,-0.3547
-0.3345,-0.3440
-0.3214,-0.3311
-0.3054,-0.3153
-0.2853,-0.2958
-0.2615,-0.2720
-0.2306,-0.2417
-0.1924,-0.2039
-0.1436,-0.1555
-0.0810,-0.0934
-0.0006,-0.0144
 0.0941, 0.0788
 0.2056, 0.1917
 0.3485, 0.3340
 0.5020, 0.4865
 0.6341, 0.6157
 0.7385, 0.7220
 0.8541, 0.8410
 0.9529, 0.9428
 0.9993, 0.9974
 0.9609, 0.9718
 0.7837, 0.8202
 0.3967, 0.4755
-0.0748, 0.0464
-0.3200,-0.2155
-0.3850,-0.3029
-0.3422,-0.3051
-0.3319,-0.3009
-0.4106,-0.3539
-0.4366,-0.3955
-0.4343,-0.4036
-0.4293,-0.4016
-0.4147,-0.3920
-0.3989,-0.3783
-0.3768,-0.3612
-0.3613,-0.3463
-0.3445,-0.3315
-0.3295,-0.3175
-0.3146,-0.3042
-0.3019,-0.2923
-0.2911,-0.2817
-0.2808,-0.2719
-0.2715,-0.2629
-0.2629,-0.2546
-0.2547,-0.2467
-0.2471,-0.2394
-0.2401,-0.2326
-0.2334,-0.2261
-0.2273,-0.2201
-0.2219,-0.2145
-0.2167,-0.2092
-0.2118,-0.2042
-0.2071,-0.1994
-0.2025,-0.1948
-0.1980,-0.1903
-0.1938,-0.1859
-0.1898,-0.1817
-0.1860,-0.1777
-0.1822,-0.1737
-0.1786,-0.1697
-0.1750,-0.1658
-0.1714,-0.1620
-0.1678,-0.1581
-0.1644,-0.1543
-0.1611,-0.1505
-0.1577,-0.1466
-0.1544,-0.1426
-0.1508,-0.1386
-0.1471,-0.1344
-0.1432,-0.1300
-0.1392,-0.1256
-0.1352,-0.1210
-0.1314,-0.1163
-0.1274,-0.1115
-0.1233,-0.1065
-0.1190,-0.1012
-0.1143,-0.0958
-0.1093,-0.0902
-0.1040,-0.0844
-0.0985,-0.0785
-0.0928,-0.0726
-0.0869,-0.0666
-0.0807,-0.0608
-0.0741,-0.0551
-0.0672,-0.0497
-0.0599,-0.0446
-0.0522,-0.0398
-0.0443,-0.0354
-0.0359,-0.0314
-0.0273,-0.0275
-0.0186,-0.0240
-0.0098,-0.0208
-0.0011,-0.0178
 0.0078,-0.0152
 0.0168,-0.0128
 0.0263,-0.0106
 0.0361,-0.0086
 0.0465,-0.0067
 0.0578,-0.0050
 0.0698,-0.0034
 0.0821,-0.0019
 0.0947,-0.0003
 0.1077, 0.0012
 0.1219, 0.0028
 0.1377, 0.0044
 0.1545, 0.0336
 0.1725, 0.0803
 0.1924, 0.1251
 0.2162, 0.1637
 0.2446, 0.1909
 0.2546, 0.2050


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -0.500,    0.011,  0.175, -0.040,  0.833,  0.964, 0.0000,-0.4500
Cpi,Cpv
 0.2548, 0.1681
 0.2453, 0.1364
 0.2188, 0.1349
 0.1909, 0.1297
 0.1679, 0.1232
 0.1486, 0.1155
 0.1291, 0.1062
 0.1095, 0.0950
 0.0909, 0.0813
 0.0732, 0.0635
 0.0560, 0.0385
 0.0394, 0.0029
 0.0230,-0.0469
 0.0068,-0.1141
-0.0091,-0.1847
-0.0249,-0.2118
-0.0403,-0.2148
-0.0552,-0.2175
-0.0698,-0.2200
-0.0842,-0.2225
-0.0982,-0.2250
-0.1120,-0.2275
-0.1256,-0.2301
-0.1390,-0.2329
-0.1523,-0.2359
-0.1654,-0.2391
-0.1782,-0.2426
-0.1906,-0.2465
-0.2024,-0.2508
-0.2141,-0.2556
-0.2255,-0.2610
-0.2371,-0.2669
-0.2486,-0.2734
-0.2603,-0.2803
-0.2721,-0.2879
-0.2845,-0.2962
-0.2972,-0.3053
-0.3097,-0.3150
-0.3218,-0.3252
-0.3329,-0.3356
-0.3432,-0.3460
-0.3528,-0.3561
-0.3616,-0.3658
-0.3696,-0.3749
-0.3767,-0.3834
-0.3832,-0.3912
-0.3891,-0.3984
-0.3944,-0.4050
-0.3991,-0.4110
-0.4034,-0.4164
-0.4072,-0.4214
-0.4106,-0.4258
-0.4135,-0.4297
-0.4161,-0.4333
-0.4183,-0.4364
-0.4201,-0.4392
-0.4217,-0.4416
-0.4229,-0.4438
-0.4241,-0.4457
-0.4252,-0.4474
-0.4259,-0.4487
-0.4262,-0.4496
-0.4260,-0.4500
-0.4251,-0.4498
-0.4235,-0.4489
-0.4213,-0.4474
-0.4182,-0.4450
-0.4138,-0.4415
-0.4085,-0.4370
-0.4019,-0.4312
-0.3931,-0.4236
-0.3829,-0.4143
-0.3699,-0.4023
-0.3531,-0.3871
-0.3331,-0.3680
-0.3063,-0.3429
-0.2727,-0.3107
-0.2288,-0.2687
-0.1716,-0.2135
-0.0970,-0.1422
-0.0087,-0.0575
 0.0966, 0.0478
 0.2373, 0.1867
 0.3923, 0.3408
 0.5267, 0.4688
 0.6300, 0.5753
 0.7572, 0.7065
 0.8847, 0.8441
 0.9742, 0.9494
 0.9977, 0.9994
 0.9115, 0.9541
 0.6484, 0.7593
 0.2704, 0.4393
 0.0245, 0.1971
-0.0814, 0.0674
-0.0909, 0.0171
-0.1177,-0.0235
-0.2168,-0.1111
-0.2673,-0.1811
-0.2857,-0.2123
-0.2980,-0.2316
-0.3003,-0.2428
-0.2993,-0.2479
-0.2886,-0.2447
-0.2814,-0.2403
-0.2716,-0.2342
-0.2625,-0.2276
-0.2525,-0.2204
-0.2439,-0.2136
-0.2366,-0.2074
-0.2294,-0.2015
-0.2229,-0.1959
-0.2167,-0.1906
-0.2106,-0.1854
-0.2050,-0.1805
-0.1998,-0.1759
-0.1948,-0.1714
-0.1902,-0.1672
-0.1862,-0.1633
-0.1823,-0.1596
-0.1786,-0.1560
-0.1750,-0.1526
-0.1715,-0.1492
-0.1681,-0.1459
-0.1648,-0.1426
-0.1617,-0.1394
-0.1587,-0.1363
-0.1558,-0.1332
-0.1529,-0.1302
-0.1500,-0.1271
-0.1472,-0.1240
-0.1443,-0.1208
-0.1416,-0.1177
-0.1389,-0.1145
-0.1361,-0.1112
-0.1334,-0.1078
-0.1304,-0.1043
-0.1273,-0.1006
-0.1239,-0.0967
-0.1205,-0.0927
-0.1171,-0.0885
-0.1137,-0.0841
-0.1102,-0.0796
-0.1067,-0.0748
-0.1028,-0.0698
-0.0986,-0.0645
-0.0940,-0.0590
-0.0893,-0.0532
-0.0842,-0.0473
-0.0790,-0.0413
-0.0735,-0.0352
-0.0677,-0.0292
-0.0616,-0.0233
-0.0551,-0.0177
-0.0482,-0.0124
-0.0410,-0.0075
-0.0335,-0.0031
-0.0255, 0.0009
-0.0173, 0.0047
-0.0090, 0.0082
-0.0006, 0.0113
 0.0076, 0.0140
 0.0161, 0.0164
 0.0247, 0.0185
 0.0338, 0.0204
 0.0432, 0.0221
 0.0532, 0.0236
 0.0641, 0.0249
 0.0756, 0.0261
 0.0876, 0.0273
 0.0997, 0.0283
 0.1123, 0.0293
 0.1261, 0.0303
 0.1415, 0.0314
 0.1577, 0.0325
 0.1753, 0.0337
 0.1947, 0.0764
 0.2179, 0.1193
 0.2456, 0.1529
 0.2548, 0.1681


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  0.000,    0.011,  0.266, -0.048,  0.816,  0.981, 0.0000,-0.5132
Cpi,Cpv
 0.2551, 0.1315
 0.2447, 0.0927
 0.2177, 0.0966
 0.1892, 0.0949
 0.1656, 0.0909
 0.1458, 0.0853
 0.1259, 0.0779
 0.1058, 0.0691
 0.0868, 0.0590
 0.0687, 0.0469
 0.0510, 0.0314
 0.0340, 0.0097
 0.0171,-0.0217
 0.0005,-0.0668
-0.0159,-0.1290
-0.0321,-0.2029
-0.0480,-0.2516
-0.0633,-0.2549
-0.0784,-0.2579
-0.0932,-0.2607
-0.1077,-0.2634
-0.1220,-0.2661
-0.1361,-0.2688
-0.1500,-0.2716
-0.1638,-0.2746
-0.1774,-0.2777
-0.1908,-0.2811
-0.2036,-0.2848
-0.2160,-0.2889
-0.2282,-0.2934
-0.2402,-0.2983
-0.2524,-0.3039
-0.2645,-0.3099
-0.2768,-0.3166
-0.2893,-0.3237
-0.3023,-0.3316
-0.3156,-0.3402
-0.3288,-0.3495
-0.3416,-0.3596
-0.3535,-0.3700
-0.3644,-0.3806
-0.3748,-0.3912
-0.3843,-0.4015
-0.3931,-0.4113
-0.4010,-0.4206
-0.4083,-0.4293
-0.4150,-0.4374
-0.4211,-0.4450
-0.4267,-0.4520
-0.4318,-0.4584
-0.4364,-0.4644
-0.4407,-0.4699
-0.4447,-0.4750
-0.4482,-0.4797
-0.4514,-0.4840
-0.4543,-0.4880
-0.4569,-0.4918
-0.4593,-0.4953
-0.4617,-0.4987
-0.4641,-0.5019
-0.4662,-0.5049
-0.4678,-0.5074
-0.4692,-0.5097
-0.4699,-0.5114
-0.4700,-0.5126
-0.4695,-0.5132
-0.4684,-0.5132
-0.4661,-0.5123
-0.4631,-0.5106
-0.4589,-0.5078
-0.4528,-0.5035
-0.4455,-0.4978
-0.4357,-0.4899
-0.4225,-0.4791
-0.4064,-0.4649
-0.3840,-0.4454
-0.3553,-0.4195
-0.3169,-0.3844
-0.2656,-0.3369
-0.1976,-0.2746
-0.1168,-0.1999
-0.0192,-0.1045
 0.1174, 0.0286
 0.2718, 0.1799
 0.4056, 0.3024
 0.5028, 0.4006
 0.6359, 0.5360
 0.7864, 0.6993
 0.9128, 0.8444
 0.9895, 0.9552
 0.9831, 1.0000
 0.8326, 0.9304
 0.5490, 0.7268
 0.3171, 0.5166
 0.1849, 0.3722
 0.1346, 0.2868
 0.0779, 0.2141
-0.0372, 0.1030
-0.1084, 0.0118
-0.1451,-0.0387
-0.1729,-0.0762
-0.1905,-0.1054
-0.2031,-0.1269
-0.2030,-0.1361
-0.2037,-0.1412
-0.2005,-0.1430
-0.1970,-0.1431
-0.1917,-0.1415
-0.1870,-0.1394
-0.1831,-0.1374
-0.1789,-0.1350
-0.1750,-0.1326
-0.1712,-0.1301
-0.1672,-0.1274
-0.1635,-0.1248
-0.1600,-0.1222
-0.1566,-0.1197
-0.1535,-0.1172
-0.1508,-0.1149
-0.1483,-0.1127
-0.1457,-0.1105
-0.1432,-0.1083
-0.1407,-0.1061
-0.1383,-0.1039
-0.1359,-0.1017
-0.1338,-0.0996
-0.1316,-0.0974
-0.1295,-0.0952
-0.1274,-0.0930
-0.1252,-0.0907
-0.1231,-0.0884
-0.1209,-0.0860
-0.1188,-0.0835
-0.1167,-0.0810
-0.1146,-0.0783
-0.1125,-0.0756
-0.1101,-0.0726
-0.1074,-0.0695
-0.1047,-0.0661
-0.1018,-0.0626
-0.0989,-0.0588
-0.0960,-0.0549
-0.0930,-0.0508
-0.0899,-0.0464
-0.0866,-0.0418
-0.0829,-0.0368
-0.0787,-0.0315
-0.0744,-0.0259
-0.0698,-0.0201
-0.0650,-0.0141
-0.0600,-0.0080
-0.0547,-0.0019
-0.0490, 0.0042
-0.0429, 0.0101
-0.0365, 0.0156
-0.0297, 0.0206
-0.0226, 0.0253
-0.0151, 0.0294
-0.0073, 0.0333
 0.0006, 0.0368
 0.0086, 0.0400
 0.0164, 0.0427
 0.0245, 0.0451
 0.0327, 0.0472
 0.0414, 0.0490
 0.0504, 0.0505
 0.0600, 0.0519
 0.0705, 0.0530
 0.0817, 0.0541
 0.0932, 0.0550
 0.1049, 0.0558
 0.1171, 0.0566
 0.1304, 0.0573
 0.1453, 0.0580
 0.1611, 0.0587
 0.1782, 0.0595
 0.1970, 0.0604
 0.2197, 0.0774
 0.2468, 0.1148
 0.2551, 0.1315


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  0.500,    0.010,  0.351, -0.054,  0.798,  0.997, 0.0000,-0.5820
Cpi,Cpv
 0.2555, 0.0986
 0.2442, 0.0560
 0.2166, 0.0645
 0.1875, 0.0658
 0.1635, 0.0637
 0.1432, 0.0593
 0.1228, 0.0528
 0.1023, 0.0448
 0.0828, 0.0361
 0.0643, 0.0267
 0.0462, 0.0161
 0.0287, 0.0031
 0.0114,-0.0143
-0.0057,-0.0396
-0.0225,-0.0770
-0.0392,-0.1307
-0.0555,-0.2039
-0.0713,-0.2814
-0.0869,-0.2936
-0.1021,-0.2970
-0.1171,-0.3001
-0.1319,-0.3031
-0.1464,-0.3060
-0.1608,-0.3090
-0.1752,-0.3120
-0.1893,-0.3151
-0.2032,-0.3185
-0.2166,-0.3220
-0.2296,-0.3259
-0.2423,-0.3301
-0.2548,-0.3348
-0.2676,-0.3399
-0.2803,-0.3456
-0.2932,-0.3518
-0.3063,-0.3587
-0.3200,-0.3660
-0.3340,-0.3741
-0.3479,-0.3829
-0.3614,-0.3925
-0.3740,-0.4028
-0.3857,-0.4134
-0.3968,-0.4242
-0.4071,-0.4350
-0.4166,-0.4454
-0.4252,-0.4554
-0.4333,-0.4650
-0.4408,-0.4740
-0.4478,-0.4825
-0.4542,-0.4904
-0.4602,-0.4979
-0.4658,-0.5049
-0.4710,-0.5115
-0.4759,-0.5177
-0.4804,-0.5235
-0.4846,-0.5291
-0.4886,-0.5344
-0.4924,-0.5395
-0.4959,-0.5444
-0.4995,-0.5492
-0.5033,-0.5540
-0.5067,-0.5585
-0.5098,-0.5628
-0.5127,-0.5668
-0.5151,-0.5705
-0.5169,-0.5737
-0.5184,-0.5766
-0.5192,-0.5790
-0.5191,-0.5807
-0.5184,-0.5818
-0.5168,-0.5820
-0.5135,-0.5811
-0.5092,-0.5791
-0.5029,-0.5753
-0.4934,-0.5691
-0.4815,-0.5601
-0.4638,-0.5463
-0.4404,-0.5269
-0.4078,-0.4990
-0.3631,-0.4599
-0.3025,-0.4074
-0.2303,-0.3440
-0.1419,-0.2600
-0.0112,-0.1349
 0.1405, 0.0099
 0.2707, 0.1224
 0.3569, 0.2047
 0.4901, 0.3393
 0.6581, 0.5147
 0.8152, 0.6930
 0.9362, 0.8446
 0.9986, 0.9620
 0.9493, 0.9977
 0.7609, 0.9070
 0.5578, 0.7464
 0.4137, 0.6073
 0.3340, 0.5024
 0.2548, 0.4107
 0.1283, 0.2856
 0.0400, 0.1799
-0.0124, 0.1140
-0.0539, 0.0618
-0.0854, 0.0177
-0.1105,-0.0176
-0.1203,-0.0375
-0.1283,-0.0509
-0.1313,-0.0597
-0.1330,-0.0658
-0.1322,-0.0692
-0.1313,-0.0714
-0.1307,-0.0730
-0.1293,-0.0739
-0.1279,-0.0744
-0.1263,-0.0744
-0.1244,-0.0741
-0.1226,-0.0736
-0.1208,-0.0729
-0.1189,-0.0721
-0.1172,-0.0713
-0.1159,-0.0705
-0.1145,-0.0696
-0.1131,-0.0687
-0.1117,-0.0678
-0.1102,-0.0667
-0.1088,-0.0656
-0.1073,-0.0644
-0.1060,-0.0632
-0.1047,-0.0619
-0.1033,-0.0606
-0.1019,-0.0592
-0.1005,-0.0577
-0.0991,-0.0561
-0.0976,-0.0545
-0.0961,-0.0527
-0.0946,-0.0508
-0.0931,-0.0489
-0.0915,-0.0467
-0.0897,-0.0444
-0.0876,-0.0418
-0.0854,-0.0390
-0.0830,-0.0360
-0.0806,-0.0328
-0.0783,-0.0294
-0.0758,-0.0258
-0.0732,-0.0219
-0.0703,-0.0177
-0.0670,-0.0132
-0.0634,-0.0082
-0.0595,-0.0030
-0.0554, 0.0025
-0.0510, 0.0083
-0.0464, 0.0143
-0.0416, 0.0204
-0.0363, 0.0266
-0.0307, 0.0326
-0.0247, 0.0384
-0.0183, 0.0439
-0.0116, 0.0488
-0.0045, 0.0533
 0.0029, 0.0573
 0.0103, 0.0611
 0.0179, 0.0644
 0.0254, 0.0673
 0.0330, 0.0699
 0.0409, 0.0721
 0.0492, 0.0740
 0.0578, 0.0755
 0.0669, 0.0769
 0.0770, 0.0781
 0.0878, 0.0791
 0.0989, 0.0799
 0.1102, 0.0807
 0.1220, 0.0813
 0.1349, 0.0819
 0.1493, 0.0825
 0.1647, 0.0831
 0.1812, 0.0836
 0.1995, 0.0842
 0.2216, 0.0848
 0.2481, 0.0853
 0.2555, 0.0986


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  1.000,    0.010,  0.403, -0.054,  0.777,  1.000, 0.0000,-0.6395
Cpi,Cpv
 0.2560, 0.1003
 0.2439, 0.0624
 0.2156, 0.0687
 0.1860, 0.0679
 0.1614, 0.0640
 0.1407, 0.0581
 0.1199, 0.0502
 0.0988, 0.0409
 0.0789, 0.0312
 0.0600, 0.0212
 0.0414, 0.0109
 0.0235, 0.0001
